age;anciennete_entreprise;salaire_mensuel;distance_domicile_km;nb_promotions_3ans;satisfaction_travail;heures_travail_hebdo;departement;teletravail;attrition
31;1.7;575 000;8.7;0;5.0;50.0; PRODUCTION;jamais;0
39;3.2;607000;13.0;2;3.4;42.0;RH; Total ;0
27;7.9;577 000;19.9;1;5.0;50.0;finance;;0
54;0.5;672 000;;1;3.4;42.0; IT; Jamais;0
51;3.3;421000;9.6;0;3.2;42.0;production;Partiel;0
52;;142000;0.7;0;1.9;36.0; PRODUCTION;Total;0
29;6.7;422 000;3.0;0;4.3;48.0;finance;partiel;0
22;2.6;572000;6.3;1;2.7;38.0;production;partiel;0
56;1.7;305 000;22.4;2;2.6;40.0;RH;total;0
32;0.2;424 000;0.5;1;4.5;43.0; RH ; PARTIEL;0
46;10.8;346 000;12.6;0;4.4;44.0;IT;Total;0
56;0.5;675000;2.5;0;4.3;33.0; Finance; Jamais;0
23;3.9;562 000;1.2;0;2.8;42.0; PRODUCTION; PARTIEL;1
22;1.5;548000;1.0;1;3.1;48.0;finance; Total ;1
22;13.2;543000;4.2;0;3.1;41.0;VENTES;;0
27;0.7;444 000;19.7;0;4.0;42.0; RH ;jamais;1
23;10.8;480000;9.7;0;4.8;44.0; PRODUCTION; PARTIEL;0
53;16.5;272 000;14.8;1;3.6;42.0;Production; Jamais;0
45;1.3;122 000;7.5;1;5.0;37.0;Ventes; PARTIEL;0
59;0.4;473 000;5.5;1;4.1;43.0;Ventes; Jamais;0
52;4.3;499 000;42.6;1;3.0;49.0;IT;partiel;0
58;1.2;631 000;;0;4.0;37.0;VENTES;Partiel;0
31;1.6;686 000;18.3;1;4.9;41.0;Production;Jamais;0
32;5.4;685000;0.5;0;5.0;35.0;IT;Jamais;0
54;8.5;300 000;;1;4.4;49.0; RH ; Jamais;0
31;3.7;397 000;7.7;2;3.2;42.0;ventes;Partiel;0
24;6.6;522000;18.7;1;3.0;38.0; IT;partiel;0
47;0.5;830 000;10.2;1;3.8;44.0; PRODUCTION; PARTIEL;0
52;10.0;672000;0.5;1;4.9;36.0;it;Jamais;0
58;0.6;618000;11.1;1;3.6;37.0;VENTES;partiel;0
57;0.5;392 000;12.9;1;;;VENTES;partiel;0
26;1.2;318 000;34.6;0;3.3;37.0;Production; Jamais;1
51;3.0;568 000;0.5;1;2.9;51.0;Production;jamais;0
54;0.7;285 000;0.8;0;3.0;39.0;ventes;;0
48;10.3;414000;15.4;1;3.3;46.0;finance; Jamais;0
53;1.0;433000;9.2;0;4.9;38.0;VENTES; Jamais;0
53;8.6;689000;3.9;0;3.0;48.0;RH; Jamais;0
38;10.0;397 000;;0;3.3;37.0;Ventes; Jamais;0
23;2.3;90000;6.4;0;2.3;43.0;Production; Jamais;0
39;9.0;526 000;20.0;0;3.9;43.0;Production; Jamais;0
29;6.7;345000;;0;4.6;57.0;VENTES; PARTIEL;1
26;2.1;456000;5.5;0;4.8;47.0;it;Partiel;0
26;;437 000;4.8;0;3.4;39.0;VENTES;jamais;0
48;4.6;409 000;4.0;1;3.8;47.0;IT;Partiel;0
41;1.3;569 000;7.0;0;3.0;56.0;Ventes;partiel;1
42;14.9;220000;12.6;0;3.7;33.0;VENTES;jamais;0
50;;372 000;11.0;1;3.5;38.0;Production;;0
42;7.5;553000;17.8;0;3.3;42.0;;jamais;0
45;2.3;358000;7.4;0;3.3;40.0;production; PARTIEL;0
25;4.3;209 000;8.5;0;3.7;41.0;Ventes; Jamais;0
54;1.1;550000;5.1;3;0.0;35.0;RH; Jamais;0
39;1.5;618 000;17.5;0;3.0;51.0;;Partiel;1
27;5.7;443 000;36.8;0;4.9;34.0;production; Total ;0
52;8.1;156000;4.1;0;;42.0; Ventes;Jamais;0
49;16.4;556 000;10.0;0;2.0;49.0; Ventes;partiel;0
24;2.8;201000;1.8;1;1.9;43.0;Finance;jamais;1
29;0.2;496000;7.3;1;2.2;37.0;Finance;Partiel;0
22;;317 000;11.5;0;3.1;35.0;finance; PARTIEL;0
32;0.8;276000;2.9;2;4.1;42.0;ventes;;0
25;13.4;384 000;5.1;1;3.8;38.0; Ventes;jamais;0
48;1.5;423000;26.7;0;3.4;44.0;Production;Jamais;0
41;1.6;353000;0.5;0;3.7;35.0;finance;;0
59;10.8;538000;18.0;0;-1.0;48.0; Finance;Jamais;0
50;3.2;383000;28.7;1;3.0;44.0;it; Total ;0
45;1.7;597 000;9.0;1;3.2;44.0;ventes;;0
41;0.2;492000;8.6;0;1.6;52.0;production;Jamais;1
24;0.4;345 000;4.4;0;2.0;40.0;finance;jamais;1
24;1.0;320000;17.1;0;2.1;39.0; Ventes; Jamais;1
45;1.1;203 000;8.7;1;4.0;40.0;Production;;0
22;2.4;494 000;7.1;1;3.4;42.0;RH;jamais;1
23;3.6;397 000;5.5;0;3.8;42.0; IT;Partiel;0
30;;94 000;9.2;0;1.4;38.0;it;;1
55;3.5;370 000;0.5;0;1.7;32.0;Finance;Total;0
39;;315 000;3.2;1;3.9;40.0;it; PARTIEL;0
48;7.1;686000;6.3;0;1.0;45.0;RH;Total;0
37;3.1;195000;7.0;0;4.4;44.0;finance;Total;0
28;2.8;234 000;5.1;0;1.4;50.0; Ventes;jamais;1
36;1.9;616000;17.9;1;4.0;55.0;Production;Total;0
25;2.7;654 000;9.4;3;2.3;48.0; IT;Total;0
51;1.5;338000;7.6;1;4.2;51.0;IT;Jamais;0
28;1.2;355 000;27.1;0;5.0;48.0;Finance; PARTIEL;0
36;3.5;542000;16.4;0;1.0;53.0; Finance; Jamais;1
59;1.6;101 000;19.4;1;3.9;54.0;it;Partiel;1
44;1.6;171 000;15.1;0;1.4;49.0; Finance;jamais;1
39;12.8;408000;10.0;1;3.6;47.0; PRODUCTION;partiel;0
42;4.6;682000;12.4;0;3.0;42.0; PRODUCTION;jamais;0
51;2.0;385000;3.7;1;3.3;43.0;Production;partiel;0
31;4.4;465 000;1.5;1;2.3;41.0;Ventes; Jamais;0
46;7.2;620000;10.7;2;4.0;47.0;IT;partiel;0
55;15.8;766000;0.8;0;1.8;39.0;rh;jamais;0
43;3.3;363 000;8.4;0;4.4;42.0;ventes; PARTIEL;0
38;0.2;447 000;0.5;0;2.8;32.0; PRODUCTION;jamais;0
27;2.9;723 000;8.6;0;1.8;53.0;IT;Jamais;1
31;0.3;222 000;1.3;1;4.8;42.0;IT;Jamais;0
57;13.7;604 000;4.6;1;3.1;46.0; Ventes;total;0
42;0.6;297 000;2.6;1;5.0;52.0;it;Jamais;0
33;0.3;465000;5.3;0;4.4;45.0; IT; PARTIEL;0
37;9.2;414000;4.1;1;2.4;52.0;Finance;jamais;0
43;2.3;306000;1.0;1;3.1;36.0;rh;Partiel;0
42;2.9;303000;0.9;1;3.3;57.0;VENTES;jamais;0
48;2.3;491 000;0.5;1;4.7;50.0; Ventes; Jamais;0
31;10.6;599000;5.9;0;3.6;44.0; PRODUCTION; Jamais;0
46;3.5;431000;0.7;0;3.4;52.0;; Jamais;0
38;2.6;461000;3.3;0;3.0;;RH; Jamais;0
57;0.5;536 000;3.1;0;3.1;41.0; RH ;jamais;0
28;11.7;304000;3.5;1;4.5;52.0;rh; PARTIEL;0
27;1.1;561000;6.6;1;3.2;32.0;Production; Total ;0
39;11.1;573000;2.2;0;2.8;46.0;Finance;jamais;0
41;0.2;841000;3.9;0;2.6;46.0;Production;total;0
48;8.2;394000;37.8;0;2.6;55.0;Production; Jamais;1
37;2.2;381000;14.7;0;1.8;34.0; Ventes;jamais;1
56;;565000;20.5;0;2.4;53.0; Ventes;Jamais;0
40;7.1;573000;4.4;0;4.7;40.0;IT;Jamais;0
26;0.5;370000;2.3;1;3.0;40.0;IT;;0
26;0.5;390 000;5.7;0;3.9;36.0;RH;Total;0
58;1.6;531000;3.7;0;1.0;36.0;VENTES;Partiel;0
27;14.0;326 000;16.0;0;3.8;45.0;ventes;Partiel;0
58;3.6;388 000;17.6;1;3.0;36.0;IT;jamais;0
32;3.5;463 000;7.7;1;2.7;47.0; Finance;jamais;1
25;7.1;599 000;5.4;0;3.4;39.0; Finance;partiel;0
33;4.9;359 000;4.3;1;2.7;36.0;Production;jamais;0
45;4.8;174 000;6.5;1;1.1;40.0;VENTES; Jamais;1
38;7.7;163 000;1.4;1;4.1;45.0; IT;Jamais;0
51;3.4;261000;19.2;0;;41.0;Production;jamais;0
45;5.3;253000;2.9;1;2.9;; Finance;partiel;0
37;;427000;2.8;0;2.2;47.0;rh;Jamais;1
46;3.0;272 000;27.3;2;1.7;49.0;rh;Jamais;1
58;3.9;345 000;20.8;1;3.4;41.0;Ventes;Total;0
37;2.0;334000;10.8;1;4.8;37.0;Production;Total;0
27;;384 000;1.7;0;3.4;43.0; Finance;Jamais;0
37;9.5;648000;8.2;0;1.8;46.0; RH ;Jamais;0
53;0.7;549000;8.2;1;3.4;34.0;RH;Partiel;0
30;7.4;452000;1.5;0;3.1;38.0;IT;;0
58;0.3;381 000;1.1;0;4.1;39.0; Ventes; Jamais;0
44;0.9;385 000;1.6;0;3.8;42.0;;jamais;0
44;3.4;499000;6.7;0;1.0;38.0; RH ;Jamais;0
34;7.7;538 000;1.2;1;3.7;47.0; Ventes; Total ;0
56;14.6;314000;1.7;1;2.2;33.0;it;Partiel;0
23;4.2;455000;4.0;1;1.8;34.0;Production;Total;0
33;0.2;145 000;5.4;2;3.0;41.0; IT;partiel;0
37;6.1;482 000;9.4;0;3.6;42.0; IT;partiel;0
40;0.9;564 000;1.7;0;1.6;34.0;finance;Partiel;0
40;1.0;408 000;22.9;1;3.9;39.0;production; PARTIEL;0
27;0.4;722000;2.7;0;4.0;41.0;Finance;Jamais;0
30;2.6;318000;10.5;1;3.2;41.0;production;Jamais;0
25;1.6;483000;0.5;0;2.3;44.0;Ventes;partiel;0
43;8.2;445 000;5.1;0;2.2;39.0;production;jamais;0
35;5.1;435 000;2.8;0;4.2;52.0;Production; Jamais;0
43;1.8;433000;12.8;2;1.7;46.0;rh;Jamais;1
44;1.5;466000;18.1;0;4.3;38.0;Finance;partiel;0
48;2.9;577000;;0;3.0;44.0; Ventes;Jamais;0
42;1.1;657000;44.5;0;3.1;44.0;it;Jamais;1
46;0.2;450000;1.0;1;1.5;50.0;VENTES;jamais;1
44;1.8;572 000;7.6;0;3.1;39.0;Ventes; Jamais;0
46;1.2;345 000;3.9;0;3.8;48.0;Production;Total;1
45;5.2;565000;6.9;0;1.9;43.0;Ventes; Jamais;0
34;4.2;336 000;2.0;1;3.7;52.0;rh;jamais;0
31;1.0;614000;12.2;1;3.3;51.0;IT;jamais;0
51;8.0;782 000;11.4;1;2.6;44.0; IT; PARTIEL;0
35;3.3;432 000;3.6;2;4.1;41.0; IT;Partiel;0
42;12.1;121 000;1.7;1;1.0;46.0; IT;Jamais;0
29;6.0;368000;6.1;1;3.5;42.0;Finance; Jamais;0
38;9.3;635000;7.3;0;4.8;53.0;production;Partiel;0
42;12.7;533 000;7.5;0;4.6;43.0;it; Total ;0
45;2.1;487 000;7.0;0;3.6;41.0;production; Jamais;0
42;4.4;601 000;1.5;0;2.9;40.0;finance; Jamais;0
35;0.7;523 000;7.3;0;2.6;36.0; Finance;jamais;0
58;1.1;633000;4.9;1;2.9;46.0;VENTES;jamais;0
41;0.9;588 000;;0;3.7;38.0;ventes; PARTIEL;0
49;6.0;371000;3.4;0;2.3;44.0;ventes;jamais;0
40;0.8;469 000;6.3;0;5.0;34.0; Finance;Jamais;0
26;6.7;309 000;3.7;3;1.7;36.0; Ventes; Jamais;0
33;4.8;93000;14.3;0;5.0;36.0;finance;partiel;1
38;17.2;686 000;2.4;0;3.6;39.0;IT;;0
59;3.9;505000?;9.3;0;4.6;32.0;it; PARTIEL;0
57;2.4;544000;25.5;1;1.5;45.0;Production;;0
25;;300000;2.2;0;3.0;36.0;ventes;Jamais;1
55;2.4;603000;9.0;0;3.1;43.0;Finance;partiel;0
32;5.4;685000;0.5;0;5.0;35.0;IT;Jamais;0
27;;469000;5.2;1;2.2;50.0;; PARTIEL;1
23;1.1; 445 000;5.9;2;2.9;51.0; PRODUCTION;Partiel;0
38;2.1;476 000;2.9;2;1.5;50.0; PRODUCTION; Total ;0
39;6.9;358000;7.6;3;3.4;42.0;ventes; PARTIEL;0
47;1.1;92000;0.7;1;4.0;37.0;Ventes;Jamais;1
54;9.0;395000;1.9;2;2.7;46.0; PRODUCTION;jamais;0
56;0.4;4 64 000;5.7;0;4.3;38.0;IT;partiel;0
36;6.4;421000;0.8;0;0.0;55.0;VENTES;Jamais;0
36;3.6;206 000;10.7;0;4.5;;it;Partiel;0
45;5.3;253000;2.9;1;2.9;; Finance;partiel;0
30;7.1;197000;2.1;0;4.4;37.0; Ventes;jamais;0
37;;427000;2.8;0;2.2;47.0;rh;Jamais;1
28;6.2;249000;1.5;1;2.7;40.0;; Jamais;0
53;16.6;382 000;26.6;0;1.8;49.0;Finance;Jamais;0
27;0.7;662 000;0.5;0;3.5;;Ventes;Partiel;0
